,bitcoin,ethereum,cardano,monero,litecoin,dogecoin,chainlink,ethereum-classic,tether,ripple,neo,eos,tron,compound,c_r_e_a_m_-finance,definer,dydx,nexo,celsius
2018-10-22,6570.632948193027,208.17304084704554,0.07678564550460769,105.74513597994908,54.11730487093031,0.004760456462700519,0.3683164910240027,9.80942516331225,0.9893425097860046,0.4641274678520831,16.726311088492412,5.471361991469487,0.024599019701063356,1.0233170315600837,1.020188595496512,1.008797272441967,1.0213453222664146,1.0305756052862052,1.0226670288941524
2018-10-23,6549.592026891526,207.14942448562232,0.07690190426650823,105.69053512238314,53.69261149203526,0.004633404607885868,0.3754478644679332,9.834535807732333,0.9905580709848198,0.46466320478058404,16.787277869126402,5.451870579767932,0.02440163639387147,1.02365050884743,1.0203363294478722,1.0088821847466123,1.021591387372754,1.030895637921704,1.0229033655455242
2018-10-24,6526.402597337918,205.95509006178483,0.07661614047223865,105.6351111161855,53.37340673439872,0.004505836681026361,0.3856573711569344,9.830015228972874,0.9916923128105032,0.46296938519491837,16.79526812868571,5.442570346706236,0.024240401991002407,1.0239968022692378,1.0205060983652718,1.008969034335395,1.02184151888929,1.031215769939419,1.0231397568139036
2018-10-25,6504.359991205082,204.87501945446792,0.0760322120531413,105.26996855660279,53.05415791153355,0.00439989480861419,0.38977975678161325,9.796026383640264,0.9921187533054302,0.46052647158724985,16.759354051991036,5.424647989912208,0.02408452728371255,1.024354938904763,1.0207571417290788,1.0090592120505315,1.0220760097267283,1.0315360013702126,1.0233762027119122
2018-10-26,6495.885767508835,204.59501571556146,0.07582156748798696,105.56691780911025,52.97500606520807,0.004298160767138581,0.3987215677415867,9.798009943233975,0.9926531921726547,0.46038390739273344,16.74469539727129,5.423080999252204,0.023907037749265846,1.024710473486927,1.0210442134362705,1.0091719233632503,1.0223155899483192,1.0318563322449559,1.0236127032521751
2018-10-27,6493.742718293666,204.51054514908205,0.0755030945774641,105.3659124888507,52.80421922126498,0.00422291869629682,0.40823835947777404,9.795945370392003,0.9923292859102723,0.4609457514476712,16.688899698221235,5.428227796404437,0.023835169251828017,1.0250660594857963,1.0213533313067407,1.0092876320541886,1.0225821754051803,1.03217676259453,1.02384925844732
2018-10-28,6482.939844694076,203.9827305293558,0.07488721718636442,105.16021986632047,52.517174388053476,0.004163640134021447,0.41809037286702033,9.776888248492662,0.9924289215891148,0.4599782202961896,16.58045137727643,5.422350199637961,0.023697913878605408,1.0254257641886269,1.0216573107757811,1.0093887753086754,1.0228559784776932,1.0324972924498257,1.0240858683099774
2018-10-29,6476.033147593613,203.7559468016841,0.07445068905019969,104.93173569685287,52.32815290996458,0.004102161080024694,0.42626854198474445,9.762075207475013,0.9929518896786019,0.4602966281841017,16.509960762381365,5.415208012445186,0.023581649682154093,1.025783129024683,1.02195270158172,1.0094873964145823,1.0231677247077056,1.0328179218417433,1.024322532852781
2018-10-30,6444.61298539868,202.42932531774423,0.07347304691801514,103.99813983928316,51.77583798621272,0.0040225846535747335,0.4292441917892504,9.61160419679035,0.992972471287248,0.4580305928086024,16.288294801453166,5.3722557041038845,0.023317444849527514,1.0261334804661963,1.0222759999918838,1.009586125334757,1.0234476433015987,1.0331386508011926,1.0245592520883673
2018-10-31,6424.467577865568,201.48139731837597,0.07275797118837422,103.2608018144442,51.26830561613599,0.003974735723739877,0.43161488925910063,9.49395822223138,0.9940938468314426,0.45556867101273296,16.08251420946124,5.329089367709306,0.023127074495585504,1.0264744971687965,1.0226058077745794,1.0096846502468604,1.02372809160327,1.0334594793590932,1.0247960260293756
2018-11-01,6408.078509293593,200.78380446978343,0.07215285982482458,102.87802660869208,50.88610963686619,0.0039543437607250384,0.4462197333883994,9.394415201187682,0.9950877365383892,0.4548287104994917,15.893390845173172,5.307951121063513,0.022959614612524097,1.0268050255140775,1.0228776140982665,1.0097859120273645,1.0240157591105785,1.0337804075463741,1.0250328546884484
2018-11-02,6396.904430769539,200.32231650746579,0.0716832815474604,102.61327856155013,50.61578856636341,0.0039601448785106155,0.45806963234859904,9.303246480514298,0.9959432703778444,0.45448809089516956,15.770929932422648,5.290068929957412,0.022838758989871366,1.0271276359828372,1.0231333041676216,1.0098707335298718,1.0243189022516075,1.0341014353939741,1.0252697380782307
2018-11-03,6390.706596208767,200.16485773623694,0.07153885105249314,103.03198208972256,50.546647193764024,0.003927527255300655,0.4683360611058091,9.23374563193226,0.9968182069033824,0.4545041896574003,15.775425654026899,5.2871934553322655,0.022724683618532675,1.027439794008224,1.023389244803552,1.0099570364702364,1.0246010897069735,1.0344225629328414,1.025506676211371
2018-11-04,6380.868189511725,199.7289765131423,0.0713641918646417,103.64829060757685,50.42047870558286,0.0038638726606616,0.4821636343167981,9.164049250737799,0.9977350127565245,0.45446140127702567,15.763702745896913,5.277753434927901,0.02262511680452909,1.027741632641733,1.0236605914179198,1.0100528403572677,1.0248878550339142,1.0347437901939338,1.0257436691005202
2018-11-05,6362.259446567251,200.0278463556262,0.07168565777191405,105.04654221824217,50.620921310700716,0.0037957609187734683,0.49282464078678834,9.12472685582378,0.9947219149417347,0.4540165315703046,15.801669555095346,5.276607211278259,0.022563054337365947,1.0280369441339077,1.023939232119588,1.0101500217178223,1.0251536153492538,1.035065117208219,1.0259807167583324
2018-11-06,6379.801658653922,201.93605665542648,0.07262441763588187,106.61021525977495,51.273596466618606,0.0037525215071360263,0.5023818993167957,9.173601210082184,0.9947074159534995,0.46198188582447447,15.932029353927538,5.325397289431836,0.022775973579261092,1.028327442497939,1.0242263525696715,1.010248946557742,1.0254456606458728,1.035386544006674,1.0262178191974645
2018-11-07,6400.239584714904,205.03783344104343,0.07418180881848417,108.13952347226109,52.226132805644205,0.003727137284282633,0.5078380087630145,9.308665559549388,0.994279116242307,0.4767330588057101,16.182883006441703,5.4104740558122355,0.023118346038536932,1.0286140109314825,1.024547268066758,1.0103478432498367,1.0257432756471925,1.0357080706202857,1.0264549764305764
2018-11-08,6429.965451962869,207.9487942863444,0.0753997358365363,109.37907421522252,52.85374307195226,0.0037043346385327133,0.5050414523121988,9.398635859178096,0.9942882971771143,0.4889478148171883,16.375648974453078,5.471612790135316,0.023369041149853925,1.0288970793981669,1.0248821863977933,1.0104408367266902,1.0260368739390013,1.0360296970800502,1.0266921884703308
2018-11-09,6445.748560333345,209.98951248228929,0.07625099702831088,110.223565955813,53.18010388198058,0.0036482131888830793,0.502131442940486,9.463346862346024,0.9945457174352056,0.49445978307243305,16.47116837541447,5.510294457684027,0.02349934285298008,1.0291787566153359,1.0252001323664044,1.0105271358221422,1.0263203394290084,1.0363514234169737,1.0269294553293935
2018-11-10,6444.082911123561,211.20492140098364,0.07646437742926897,110.35224573086032,53.244557023177585,0.00355614249782392,0.49999024083214394,9.517785732081304,0.9945108666208231,0.5002956239651336,16.431201975999763,5.511528277780114,0.023516205878399792,1.0294617787387135,1.0254988205016906,1.0106073285698398,1.0265945612317047,1.0366732496620719,1.0271667770204331
2018-11-11,6450.0413402331105,213.03772141733162,0.07698452635607668,110.17780908723843,53.43611501999187,0.0034912867241517426,0.49696693619122945,9.565922460824689,0.9942944603567602,0.507569785835699,16.430029171609075,5.526255467456311,0.023562903418652897,1.0297465739501659,1.02580313680903,1.0106785655694286,1.0268428811129047,1.0369951758463698,1.0274041535561214
2018-11-12,6461.930291071577,213.84613500941165,0.07714032346827358,109.27060479816603,53.192955378499526,0.003421451574281724,0.49623373496352635,9.551527050874885,0.9972399711544474,0.5145471456734301,16.3625935532392,5.534547553847119,0.02353276514249601,1.0300287807241095,1.0261176520693356,1.0107506882038075,1.0270617805148956,1.0373172020009025,1.0276415849491325
2018-11-13,6461.3460093093,214.21013967069234,0.07715829221606071,108.61748227709224,52.8422631529481,0.0033422250804830017,0.5084148900195182,9.530134161239909,0.9970102919224758,0.5180187735295873,16.295031046627912,5.529572075786989,0.023380717275855136,1.030305434039576,1.0263950990218358,1.0108213917577138,1.0272496894781349,1.0376393281567147,1.0278790712121442
2018-11-14,6449.837721584639,212.6989124406281,0.07619090555926411,107.61910170875603,52.01783164080842,0.003234629358884681,0.5220469938129311,9.407309982261975,0.9962382549882295,0.5127863598315435,16.074010041653896,5.461775080608764,0.0230289872802143,1.030575862245246,1.0266214726997478,1.0108966233438554,1.0274156800494005,1.0379615543448601,1.0281166123578367
2018-11-15,6337.5250521213475,207.69988167229923,0.07427515775605473,105.06006819028393,50.57663390022856,0.0031056363801781053,0.5301731758350731,9.16858314253089,0.9939049882637034,0.5039596105492886,15.631075194694116,5.322767015396093,0.022395022570224157,1.030841666956272,1.026826617404675,1.0109702152207534,1.0275640620106972,1.038283880596403,1.0283542083988932
2018-11-16,6222.680252163707,203.27711141551146,0.07241138597759211,102.42585755193741,49.38797273931052,0.003025513244892656,0.5367084070015611,8.924882916376344,0.9924435092829649,0.5025256975141941,15.164558706859282,5.206976059127903,0.02181592154856326,1.0311040679453414,1.027036064992221,1.0110444480159797,1.0276942550030936,1.0386063069424165,1.0285918593480001
2018-11-17,6107.847986986918,198.31022371079857,0.07051607274408574,99.85103313731891,48.01317303095671,0.0029717288624280754,0.541231106441577,8.630950207833651,0.9915931158453047,0.4985632211475343,14.706941921098371,5.089323277317946,0.02123583273597403,1.0313644435619105,1.0272587161471212,1.0111184794745638,1.0278096033516437,1.038928833413984,1.0288295652178465
2018-11-18,5989.175530360502,192.98187920781373,0.0684746677762875,97.61713585871603,46.560158586760345,0.0028735057576471596,0.537955304785296,8.335967542085651,0.9906766954832046,0.4967713727144362,14.211046265607576,4.9725180402869,0.020656283725538297,1.0316227499667157,1.0274814546189066,1.0111901435779271,1.0279231251901166,1.039251460042198,1.0290673260211247
2018-11-19,5875.54365672148,188.01835990256464,0.06636653424870044,95.20919221192025,45.23865611899127,0.002797688163642446,0.5413146680632196,8.082524185834936,0.9905345552907144,0.4973964740009656,13.723812373321291,4.846911107147581,0.020089342111858675,1.0318803696324326,1.0277071605634904,1.0112580484889402,1.0280390808322515,1.0395741868581612,1.0293051417705295
2018-11-20,5658.092860012046,179.26611040498932,0.06301717990845992,90.72292770514153,43.240774688865876,0.0027052740874675407,0.5214884412432114,7.652345014707124,0.9897867904882205,0.4917874773550949,12.926959901779936,4.657472811954249,0.01913292377900597,1.0321359370663352,1.0279307101787354,1.011325086447038,1.028223100349896,1.0398970138929853,1.0295430124787588
2018-11-21,5380.438885462584,168.2510222994535,0.05890924277788719,85.23837954128143,40.829805266720385,0.0026051594847235978,0.48689693804874495,7.150462356527673,0.988666314892558,0.48081861729569625,12.000096697493705,4.441320051624707,0.01796998984003435,1.0323909243687617,1.0281597423186017,1.0113849945055253,1.0284212306819298,1.0402199411777924,1.0297809381585137
2018-11-22,5212.558302339281,161.5582342738729,0.056417233881793885,81.77181915229838,39.498269094515194,0.0025646463144963975,0.4613159687677349,6.829603674965895,0.989910847041953,0.47686519655920917,11.368454060572134,4.316170164861828,0.017267361691653597,1.032646383233097,1.0283945241374057,1.0114501691135922,1.0286337611001177,1.0405429687437138,1.0300189188224977
2018-11-23,5015.536531004851,153.5036835615333,0.05355135612440304,78.1712394325413,37.730795763139206,0.0025020464339278333,0.4321063636336144,6.467696270074167,0.9896143775368488,0.4681913744544735,10.686143249571513,4.145757976609447,0.016483029012056675,1.0329008815731264,1.0286270736440495,1.011518721609423,1.0288442461960914,1.0408660966218903,1.030256954483418
2018-11-24,4839.386354500187,146.09338223147978,0.051102123202318925,75.06621249815284,36.28808935589746,0.0024480930905391375,0.40398531662477744,6.142027543354631,0.9897239309218666,0.45927912905906787,10.09448611856577,4.0107692691565875,0.015737496218198817,1.0331552366851249,1.0288461646455909,1.0115909214874026,1.0290504288557738,1.0411893248434732,1.0304950451539838
2018-11-25,4596.049956967284,137.32488436052606,0.04790749571796098,70.71448543047626,34.4693083038666,0.0023963225432934417,0.3750954802992196,5.769242611345731,0.9886025833104469,0.4423795492778825,9.384742343609252,3.820185163684273,0.01483013646215683,1.033408572654613,1.0290471772091503,1.0116647449156937,1.029266427564254,1.0415126534396224,1.0307331908469082
2018-11-26,4367.617824065147,128.72439691751703,0.044490926052243876,66.33086147546662,32.888590393011356,0.002339821771024782,0.33762538842528134,5.390490878769112,0.988042917039292,0.4231154945155913,8.700077172386237,3.6452900154574386,0.013896374252571758,1.0336605675295971,1.0292360618252052,1.011739557693182,1.0294779130444385,1.0418360824415083,1.0309713915749066
2018-11-27,4213.721491211916,122.87294345768339,0.042086584469834286,63.474937554527216,31.87880645986265,0.0022966133157990105,0.317672626635468,5.125066648353809,0.9883396182253235,0.40565143974577605,8.267980186042047,3.517703003201594,0.013319273035275843,1.0339129802117502,1.029420298972453,1.0118147212398398,1.0296207363400032,1.0421596118803105,1.0312096473506975
2018-11-28,4125.4662142808975,119.86698115104807,0.040847460229483865,62.04964076177907,31.61887762829494,0.002272225321830391,0.30952145540649656,4.978176198187173,0.9893971213969834,0.39495455658678835,8.028049046938667,3.4131702197059957,0.013027297164986133,1.0341645875812548,1.0296028818479404,1.0118906816955981,1.0297480375497443,1.0424832417872185,1.0314479581870024
2018-11-29,4076.008388110441,117.76317855067883,0.03997987559478134,61.19027078858782,31.599106113510167,0.0022425517813826974,0.30200151136229925,4.86477737137102,0.9900334459654293,0.3866215721765373,7.907152998023442,3.33379951495274,0.012998017121422874,1.0344154449336997,1.0297821132018656,1.0119677271313101,1.029855895591868,1.0428069721934314,1.0316863240965457
2018-11-30,4072.020796800648,116.56874973570889,0.03968754576873696,60.61934685777562,31.863544159782396,0.0022192950050206684,0.3002892539898424,4.812642388558664,0.9916852222892893,0.38002170030368887,7.916024234460361,3.259081408917157,0.01327571787886928,1.0346642554393235,1.0299631911172795,1.0120553167892918,1.0299688474442485,1.0431308031301583,1.0319247450920546
2018-12-01,4019.5614586612833,115.03340499258131,0.038945621178676844,59.340980170642226,31.799005350382938,0.002189332337352624,0.29978801703507124,4.724030839567383,0.9919613381384583,0.3728866850626859,7.777504751537813,3.1515155555102217,0.013361532864515422,1.0349097248054866,1.0301450046996867,1.012148740408065,1.0301138289920369,1.0434547346286174,1.0321632211862595
2018-12-02,4061.5238886671223,115.57809467505454,0.03933385172731489,59.34369371821772,32.47559286610066,0.002187871439937339,0.3034932404662624,4.725572088081712,0.9936026828519141,0.3722696671465818,7.864142152614485,3.1033671623653043,0.013723930871689308,1.0351514085842342,1.03034420311628,1.0122499269895096,1.030269494198899,1.0437787667200369,1.0324017523918936
2018-12-03,4073.6320311679483,115.3522382787816,0.03981274028510828,59.47220375063806,32.79701701377452,0.002184990906778338,0.30849588634873776,4.7721160137726075,0.9938864874396298,0.3704843030682369,7.880931559317395,3.0247547526729015,0.014077359179389017,1.0353893641177265,1.030546118576254,1.0123588119505729,1.0304504130868397,1.044102899435655,1.032640338721693
2018-12-04,4083.1914176703453,115.2445038612628,0.040207661132940296,59.65323225877507,32.94660170267762,0.0021905605665084246,0.30682118675309905,4.791843354336914,0.9950732296727293,0.3690270847154832,7.903360850203966,2.936159531549969,0.014370049959947093,1.0356225101325018,1.030752733883997,1.0124699622465048,1.030646339933687,1.044427132806719,1.0328789801883969
2018-12-05,4099.015459979618,115.16121406302251,0.04033560949939473,59.67161026981232,32.90078863648831,0.002206768225294075,0.30566729015332356,4.766697715866488,0.996220827790187,0.36763208730248687,7.943779459611544,2.854431833266162,0.014710367713340926,1.0358523104772501,1.0309651025855036,1.0125899147155033,1.030839649545179,1.0447514668644864,1.0331176768047472
2018-12-06,4025.3652224660473,112.31330217269479,0.039252654002199926,58.10298348325275,32.10911416215581,0.0021971849223534168,0.29661798304906656,4.627361533349581,0.9954588273477908,0.3603035909369403,7.74079875591675,2.7000080278969256,0.014622043475320924,1.0360781664392764,1.031182378069442,1.0127055054935492,1.0310369932258705,1.0450759016402242,1.033356428583489
2018-12-07,3909.2635469264787,108.51269825158413,0.037634089294460896,55.86505519233053,31.06899191932968,0.0021757735462450646,0.28095117485422605,4.4234102794043,0.9934627573904578,0.34998333095634054,7.40187955626204,2.53325645007168,0.014194673503132181,1.0363006510029538,1.031400170830089,1.0128253304903445,1.0312360124793212,1.045400437165209,1.0335952355373703
2018-12-08,3823.3826951003543,105.5934221115315,0.03630156171888836,54.12660372574027,30.075487634752157,0.002164732497386689,0.26647932301288724,4.316407367765918,0.9944499651152758,0.34130313412593594,7.168891480759721,2.368564077788133,0.014015014387193856,1.036520195794011,1.0316262488534096,1.01293608233245,1.0314079463615475,1.0457250734707275,1.0338340976791418
2018-12-09,3714.1158433378887,101.6759216915563,0.03472272899399801,52.082928638496995,28.671198445016483,0.0021413915841149403,0.2530988562787181,4.1696042317578375,0.995109397050102,0.33156451036034096,6.852375026447669,2.2080828742919496,0.01374112436543233,1.0367375179744134,1.031863708876871,1.0130392840736642,1.0315765982520482,1.0460498105880756,1.0340730150215574
2018-12-10,3632.1091126598426,98.47389941863571,0.03327018139849851,50.27538974459127,27.519903607750127,0.0021206246621367523,0.2443570904847727,3.9954764653463974,0.9945416435565874,0.3235651678132682,6.621716902452329,2.0898821735899804,0.0135328470766662,1.0369531548389925,1.0321163127088075,1.0131453293548498,1.031733156062578,1.0463746485485592,1.0343119875773739
2018-12-11,3568.533284895272,95.78488080202008,0.03196950609159405,48.61476237627687,26.550608572615282,0.0021081506789841302,0.23573602594365392,3.89999188156222,0.9947039384287016,0.3164289527403233,6.427890759111735,1.9922022358795655,0.013422676813382913,1.0371678614777966,1.0323788155810838,1.0132522697061452,1.0319124374733428,1.0466995873834941,1.0345510153593511
2018-12-12,3487.8355658020587,92.64180875963157,0.03079041323376818,46.41253045620476,25.463549809446725,0.0020882263008522393,0.22705746430657106,3.8011176518186858,0.994959969442811,0.3087827636642845,6.172082275574207,1.903294553843719,0.013254183829948609,1.0373813743011269,1.0326322323030657,1.0133558020979851,1.0321270933208972,1.0470246271242056,1.0347900983802516
2018-12-13,3443.0367239639613,90.76564588216111,0.030192182139314443,45.142876750771045,24.747268410207454,0.002073488058671867,0.22205095935697486,3.7770046531350374,0.9961626169836448,0.3036548887749822,6.020408907898415,1.8692953272786428,0.013145685965907289,1.0375929788907472,1.0328787912712638,1.013466268126036,1.0323534857805141,1.0473497678020287,1.035029236652841
2018-12-14,3418.447051503038,90.03101282611851,0.029985555502443195,44.335666840873124,24.24862504550669,0.0020707236373385908,0.21990432451262235,3.829727734901684,0.99785428891745,0.3023842596410721,5.967028412013268,1.867473540372052,0.0131850325664909,1.0378025039307297,1.033121218316119,1.0135667873160137,1.0325845945767829,1.047675009448308,1.035268430189888
2018-12-15,3391.033270483726,88.71930028106837,0.02978023692152745,43.19067875714813,24.006442511399875,0.002063183292898637,0.21821259274353969,3.8070093568385275,0.9980993791306052,0.3003852950669493,5.904937180337932,1.8802188741032526,0.013125767589199528,1.0380099293967167,1.0333668670093166,1.0136806881843878,1.0328220732862279,1.0480003520943983,1.035507679004164
2018-12-16,3362.071890919496,87.74148971465449,0.029394804456335116,42.1702067955632,23.901223173812777,0.0020612335886620687,0.21558653277507153,3.7783118569292897,0.9979046722747968,0.29738879917217637,5.8576874261771215,1.8897106254912575,0.013046489006162532,1.0382106280277772,1.0336075786511363,1.0138086277317833,1.0330631820524725,1.0483257957716638,1.0357469831084434
2018-12-17,3314.4290910727614,86.44659251112292,0.029043914390232208,40.977416054719356,23.88490994251477,0.002065343017428057,0.21126946383364253,3.73120674683067,0.9983530436249407,0.29396328265581045,5.770331965444662,1.875118326327547,0.012978164845981978,1.0384047410169701,1.0338287563784474,1.0139446040930777,1.0333095190512263,1.0486513405114783,1.0359863425155038
2018-12-18,3324.773172908219,87.04935695035178,0.02939826205466678,40.80240849623238,24.57544979403723,0.002128782453291532,0.21301481078180082,3.746430245146191,0.9999751468860693,0.29764519713938864,5.838489732997137,1.9436477444301377,0.01312347129881416,1.0385926587859102,1.0340487050179354,1.014082212053274,1.0335447904608632,1.0489769863452258,1.0362257572381255
2018-12-19,3364.33978252489,88.79215904877341,0.030143577716679616,41.24623264107827,25.49682517048925,0.0021985476577365036,0.21924366747440568,3.8110467879695133,1.0022894967245857,0.30466766301580883,5.968591480869624,2.0567950098359398,0.013333988426053132,1.0387754779864244,1.0342735296552261,1.014218184490054,1.033783126297702,1.0493027333042997,1.0364652272890917
2018-12-20,3400.004136762567,90.23696648332313,0.030803875407710107,41.44641896660084,26.202749033887063,0.0022869346647027204,0.2289141088432081,3.887903309152766,1.0031286086145987,0.3109435554989471,6.059805108928122,2.128385278171607,0.013661286802609285,1.0389544094838223,1.0345000932516122,1.0143491563399598,1.0340315870949306,1.049628581420103,1.036704752681189
2018-12-21,3510.0700055432612,94.30417457429408,0.03220596300327825,43.295246728570774,27.504074667984362,0.002373738779663168,0.24677638183804523,4.009392429349044,1.0042268602314997,0.32161796062224296,6.268478605380671,2.2536738991447582,0.014246293219019405,1.039129229563411,1.0347300597925246,1.014476591872457,1.0342810283457562,1.049954530724049,1.0369443334272064
2018-12-22,3600.0129124119235,97.74234868124141,0.03394140309627008,45.06613467061753,28.498872887216883,0.0024351588971892233,0.2589885426125023,4.1219808624668985,1.0035404385036568,0.33124959186725633,6.4405174826515506,2.3623896681973693,0.015254388528525167,1.0393003647801098,1.034949523691456,1.0145932354529585,1.0345182747653392,1.0502805812475602,1.0371839695399363
2018-12-23,3705.52599379693,102.20124006456827,0.03593150377054128,46.8741166418525,29.59636971701059,0.002493904400893632,0.2729166503615904,4.265244421808903,1.005859191796511,0.3418945061539705,6.636503118096513,2.46074457902769,0.01638719335815594,1.039473114477455,1.0351541253717924,1.0146912036992934,1.0347365531615458,1.0506067330220692,1.0374236610321736
2018-12-24,3809.0361231095844,108.5927624955476,0.03806258354603303,48.79660664666862,30.69394803767421,0.0025496683222252315,0.2871722291520563,4.443272057059977,1.007672384362968,0.35345975076679004,6.901734368468618,2.586722939318636,0.017479136444759565,1.039646980822682,1.035345226882744,1.0147724851421387,1.0349362336739218,1.0509329860790182,1.0376634079167166
2018-12-25,3882.7180148332873,115.0048696311711,0.03992783617439059,50.598691922903456,31.25533810469822,0.0025491625381949,0.2985446866309723,4.611988432361875,1.0070551014680744,0.3649057300799015,7.169247629667841,2.639546968033319,0.018443439391010147,1.0398243780960006,1.0355134002705562,1.014852946419064,1.035121085547724,1.0512593404498594,1.0379032102063663
2018-12-26,3897.489926428539,118.94587636406702,0.04081376144220293,51.25666661539339,31.334934111272677,0.002523679920943096,0.30624039378696427,4.6808560855806345,1.0052942537457974,0.3688601657609976,7.282660396039897,2.6199468381568423,0.019132157806870907,1.0400045190376495,1.0356738783086834,1.0149337388734572,1.035295296957421,1.0515857961660544,1.0381430679139267
2018-12-27,3910.8988590572008,123.23442212614596,0.04161096486169711,51.75557659863934,31.508253517956796,0.0024809371798834986,0.3078991701613692,4.823262284268347,1.0052502517119803,0.3725340886895318,7.4451298380159345,2.6336495635103665,0.019785108091977432,1.0401880762036886,1.0358258961924411,1.015015694710848,1.0354671309584806,1.0519123532590748,1.038382981052205
2018-12-28,3842.699807932728,123.18759067618409,0.04137727973647655,50.433732874797194,30.864139564137655,0.0024314509862117706,0.29958163541548594,4.825046291873745,1.0041184146714321,0.36704281517076304,7.394362603765855,2.5714385815697614,0.019941291422186723,1.0403737139453206,1.0359687752018756,1.0150996781267008,1.0356509455677745,1.0522390117604021,1.038622949634011
2018-12-29,3843.87032207473,126.92569902120908,0.041437380810836186,50.17352689412798,31.05070955542571,0.002418959547303076,0.3000219855646259,4.917522309179519,1.0047896745593965,0.36909722555085633,7.525012738219067,2.5750197315060324,0.0200277213242308,1.0405606473325637,1.0361061811000865,1.015190299421719,1.0358676150933073,1.0525657717015273,1.0388629736721573
2018-12-30,3817.816917286382,130.31261970644832,0.04129681591087723,49.73941717220749,31.0656361045777,0.002397948361150544,0.299464911527202,4.9997823951249165,1.0016971884594095,0.36985822998835305,7.657290357472783,2.581755023163914,0.019918683949273052,1.0407482823443637,1.0362335781551189,1.015292381922091,1.0361009873277542,1.0528926331139512,1.0391030531794603
